text_norm,group_key,split
electric foldable washing machine 7.5kg compact portable laundry washer efficient home appliance for small apartments dorms and travel,https://www.kilimall.co.ke/listing/1001538140-Portable-Washers-Electric-75Kg-Folding-Washer,test
"like it. nice and perfect, i trust you people",https://www.jumia.co.ke/tecno-spark-40-pro-6.78-128gb-8gb-ram-8gb-extended-dual-sim-5200mah-ink-black-1yr-wrty-326843468.html,test
"【limited offer】euroken ek-26lc24t2 24&quot; inch with cast tv function full screen display television ac/dc digital led tv with inbuilt decoder for local channels wide color enhancer, usb hdmi ports",https://www.kilimall.co.ke/listing/1001097629-EUROKEN-EK26LC24T2-24-LED-TV,test
colorful led lamp electric kettle 2l kitchen home appliance bpa free interior safe material kettle,https://www.kilimall.co.ke/listing/1001778454-Colorful-LED-Lamp-Electric-Kettle-2L-Kitchen-Home-Appliance-BPA-Free-Interior-Safe-Material-Kettle,train
"good,. it a good buy, the case is not leather. it's working well",https://www.jumia.co.ke/general-zpl-adults-tablet-10.1-12gb-512gb-10000mah-android-14-sim-24mp-48mp-22w-flash-charge-mtk-6771-120hz-a-gps-with-mouse-keyboard-and-leather-case-black-312795206.html,train
unbeatable laptop! genuine! best seller! five stars!!!,best five genuine laptop seller stars unbeatable,train
not bad. working well though never received earphones,https://www.jumia.co.ke/infinix-smart-10-6.67-4gb-ram-64gb-dual-sim-5000-mah-4g-black-1yr-wrty-325385282.html,train
"best price for new arrival corn c16 pro max 6.6&quot; storage rom 64gb ram 5gb strong battery 5000 mah double sim card smart phone on offer fingerprint face unlock,8mp seilfe 13mp type-c charger phone smart phone color-black storage-64gb +5gb 1001172769",https://www.kilimall.co.ke/listing/1001172769-NEW-ARRIVAL-CORN-C16-PRO-MAX-66-STORAGE-ROM-64GB-RAM-5GB-STRONG-BATTERY-5000-mAh-DOUBLE-SIM-CARD-SMART-PHONE-ON-OFFER-FINGERPRINT-FACE-UNLOCK8MP-SEILFE-13MP-TYPEC-CHARGER-Phone-Smart-Phone,train
"fridge &amp; tv guard(13 amps) amp power protection for tvs, refrigerators, and home appliances",https://www.kilimall.co.ke/listing/1001801207-Fridge-TV-Guard13-Amps-Amp-Power-Protection-for-TVs-Refrigerators-and-Home-Appliances,train
best price for refurbished fujitsu lifebook u938&#x2f;937b laptop intel core i5 8th gen - 8gb ram 128gb ssd 13.3” full hd display windows 10 lightweight business notebook laptop color-black 1001117131,https://www.kilimall.co.ke/listing/1001117131-FUJITSU-Lifebook-U939-Laptop,test
best price for 6 pcs official men shirts cotton long sleeve high quality official shhirts stock clearance offer color-as in picture size-l 1001707224,https://www.kilimall.co.ke/listing/10005191405,train
amazing speaker!!! must-have and next level! buy now and thank me later!!!,amazing and buy have later level must next now speaker thank,train
refurbished fujitsu u938 laptop core i5 7th generation 2.75 ghz 8 gb ram 256gb ssd 13.3 inch full hd display ultra-light 22 lbs windows 10 pro hdmi usb ethernet ports,https://www.kilimall.co.ke/listing/1001176799-Refurbished-FUJITSU-U938-Laptop-Core-i5-7th-Generation-275-GHz-8-GB-RAM-256GB-SSD-133-inch-Full-HD-Display-UltraLight-22-lbs-Windows-10-Pro-HDMI-USB-Ethernet-ports,train
"gifts fake. though the gifts are fake,the phone is good",https://www.jumia.co.ke/tecno-spark-40-6.67-hd-8gb-ram-128gb-dual-sim-50mp-5200mah-with-free-gifts-airpods-led-watch-powerbank-for-you-titanium-grey-323688387.html,train
"best in market🎇silver crest new germany commercial heavy duty blender 2 in 1 blender 6500watts🎀silvercrest offers affordable‎‎,‎‎ quality‎‎,‎‎ energy‎‎-efficient home appliances ‎‎for various uses a",https://www.kilimall.co.ke/listing/1001526334-Silvercrest-6500W-Blender-Countertop,train
"best price for itel a90 128gb+12(4+8)gb ram 6.6“ 90hz display phone dual sim 4g network 13mp camera fingerprint unlock 15w 5000 mah battery android 14 smart phones+ free gifts(watch,powerbank ,speaker +earpods) color-space titunium storage-128gb + 12gb (4+8)gb 1001758698",https://www.kilimall.co.ke/listing/1001758698-Itel-A90-128GB1248GB-RAM-66-90HZ-Display-Phone-Dual-SIM-4G-Network-13MP-Camera-Fingerprint-Unlock-15W-5000-mAh-Battery-Android-14-Smart-Phones-FREE-GIFTSWATCHPOWERBANK-SPEAKER-EARPODS,train
good phone. great phone generally. worth the price,https://www.jumia.co.ke/poco-c85-6.9-256gb-8gb-ram-dual-sim-6000mah-4g-black-25-months-warranty-325669322.html,train
the watch has no charger. the watch was garbage and it didn't have any charger,https://www.jumia.co.ke/samsung-galaxy-a16-6.7-hd-4gb-ram-128gb-dual-sim-50mp-5000mah-black-free-gifts-airpods-smart-watch-powerbank-297282814.html,train
[new arrival!!] tecno spark 40 pro 128gb +16(8+8gb) 6.78&quot; 120hz phone dynamic port 50mp stereo speaker 5200mah 45w type-c dual sim 4g under display fingerprint spark 40 pro plus ip64 smart phones,https://www.kilimall.co.ke/listing/1001511971-TECNO-SPARK-40-Pro-Smart-Phone,test
50/50. they have good sound for the price but if you have big/sensitive ears they may not be the best fit,https://www.jumia.co.ke/oraimo-boompop-lite-enc-over-ear-wireless-headphones-gold-312876056.html,train
toshiba r63 refurbished ultra-slim laptop intel core i5 7th gen 8gb ram 256gb ssd affordable performance &amp; portability 13.3 inch hd display laptop windows 11 os good for business and student laptop,https://www.kilimall.co.ke/listing/1001023450-TOSHIBA-R63-i5-Laptop-133,train
"best shoe ever, add-to-cart. excellent. don't miss this deal!!!",add best cart deal don't ever excellent miss shoe this,test
its superb.. the item has all the features i was looking for,https://www.jumia.co.ke/samsung-galaxy-a16-4gb-ram-128gb-rom-6.7-android-145000mah-light-gray-296934715.html,train
"best price for fridge &amp; tv guard(13 amps) amp power protection for tvs, refrigerators, and home appliances size-13amps 1001801207",https://www.kilimall.co.ke/listing/1001801207-Fridge-TV-Guard13-Amps-Amp-Power-Protection-for-TVs-Refrigerators-and-Home-Appliances,train
"ailyons 2 l electric kettle + free 4 way socket extension cable – coil-less water heater &amp; boiler jug, fast boil, stainless steel, durable &amp; convenient home appliance set power king ailyon",https://www.kilimall.co.ke/listing/1001790001-AILYONS-2-L-Electric-Kettle-FREE-4-WAY-SOCKET-EXTENSION-CABLE-CoilLess-Water-Heater-Boiler-Jug-Fast-Boil-Stainless-Steel-Durable-Convenient-Home-Appliance-Set-Power-King-Ailyon,train
long lasting single charge batterry. the single charge can last for days,https://www.jumia.co.ke/xiaomi-redmi-15-4g-6gb-ram-128gb-7000mah-grey-25-months-warranty.-325670447.html,test
"ramtons sandwich maker tooster ramtons is a leading manufacturer of electronic home appliances. their products are affordable, innovative and durable. for every household and kitchen need, ramtons h",https://www.kilimall.co.ke/listing/1001792375-Ramtons-sandwich-maker-tooster-Ramtons-is-a-leading-manufacturer-of-electronic-home-appliances-Their-products-are-affordable-innovative-and-durable-For-every-household-and-kitchen-need-Ramtons-h,train
"best laptop ever, luxury. brand new. don't miss this deal!!!",best brand deal don't ever laptop luxury miss new this,val
"best blender ever, risk-free. money-back. don't miss this deal!!!",back best blender deal don't ever free miss money risk this,train
"【limited offer】 euroken hs-26lc24t2 24&quot; inch full screen display television ac/dc digital led tv with inbuilt decoder for local channels wide color enhancer, usb hdmi ports",https://www.kilimall.co.ke/listing/1001653297-EUROKEN-HS26LC24T2-24-LED-TV,train
"perfect shoe 10/10!!! unbelievable, special deal, and super fast delivery!!!",and deal delivery fast perfect shoe special super unbelievable,train
"best earbuds ever, special. top quality. don't miss this deal!!!",best deal don't earbuds ever miss quality special this top,train
vitron lyons volsmart ipcone hisense gld,https://www.kilimall.co.ke/listing/1001008317-Samsung-Galaxy-A16-128GB-Smartphone,train
amazing watch!!! must-buy and game-changer! buy now and thank me later!!!,amazing and buy changer game later must now thank watch,test
best price for 2l kitchen home appliance bpa free interior safe material electric kettle color-multicolor 1001778481,https://www.kilimall.co.ke/listing/1001778481-2L-Kitchen-Home-Appliance-BPA-Free-Interior-Safe-Material-Electric-Kettle,val
fast charger. good and fast charger,https://www.jumia.co.ke/oraimo-highway-15-15.5w-car-charger-with-3-in-1-cable-263386522.html,train
best price for limited time deal!!samsung galaxy a07 128gb+4gb 6.7&quot; 90hz pls lcd display (50+2)mp camera 5000mah battery 25w dual sim fingerprint galaxy a07 ai smartphone smart phones+freebies color-green storage-64gb 1001636578,https://www.kilimall.co.ke/listing/1001636578-Samsung-Galaxy-A07-128GB-Smartphone,train
fix overheating issue. works ok but it over heats easily,https://www.jumia.co.ke/itel-a90-6.6-4gb-ram-128gb-dual-sim-5000mah-black-1yr-wrty-314345157.html,test
bass. grab one before the offer ends,https://www.jumia.co.ke/bensoo-m10-bluetooth-headsets-wireless-earphones-earbuds-ear-325032055.html,test
best price for colorful led lamp electric kettle 2l kitchen home appliance bpa free interior safe material kettle color-multicolor 1001778454,https://www.kilimall.co.ke/listing/1001778454-Colorful-LED-Lamp-Electric-Kettle-2L-Kitchen-Home-Appliance-BPA-Free-Interior-Safe-Material-Kettle,train
unbeatable speaker! official! high quality! five stars!!!,five high official quality speaker stars unbeatable,train
best price for clearing sale&gt;&gt;&gt;&gt;extension ; 4 way extension white with a 3m long cable which can withhold all home appliances color-white 1001729462,https://www.kilimall.co.ke/listing/1001729462-CLEARING-SALEEXTENSION-4-WAY-EXTENSION-WHITE-WITH-A-3M-LONG-CABLE-WHICH-CAN-WITHHOLD-ALL-HOME-APPLIANCES,train
"best blender ever, top-notch. first class. don't miss this deal!!!",best blender class deal don't ever first miss notch this top,test
best price for xiaomi redmi 14c 128gb storage up to 8gb ram 50mp ai dual camera immersive 6.88&quot; hd+ display up to 120hz refresh rate dual sim 5160mah type battery elegant glass back cover smart phone color-midnight black storage-128gb + 4gb 1000332494,https://www.kilimall.co.ke/listing/1000332494-XIAOMI-Redmi-14C-128GB-Storage-Up-to-8GB-Ram-50MP-AI-Dual-Camera-Immersive-688-HD-Display-Up-to-120Hz-Refresh-Rate-Dual-Sim-5160mAh-Type-Battery-Elegant-Glass-Back-Cover-Smart-Phone,train
good. powerbank is a dump,https://www.jumia.co.ke/infinix-hot-60i-4g6.7-inch12-gb66ram128gb-rom-battery-5160mah-comes-with-free-gifts-airpods-led-watch-powerbank-for-you-neon-red-324994855.html,train
vitron 43 inch qled smart tv htc4300qfs android bluetooth television full hd frameless tv with netflix youtube television 1g+8g,https://www.kilimall.co.ke/listing/2325142-Vitron-43-QLED-Smart-TV-HTC4300QFS,train
amazing bag!!! superb and number one! buy now and thank me later!!!,amazing and bag buy later now number one superb thank,test
lenovo touchscreen chromebook 4gb ram fhd 12&#39; display lightweight fast notebook 500gb cloud storage upgradable online work students laptop multitasking x360 plus free 16gb flash disk or wireless mouse,https://www.kilimall.co.ke/listing/1001625181-Lenovo-Chromebook-4GB-RAM-FHD-12-Notebook,train
i like it.. good and perfect,https://www.jumia.co.ke/oraimo-spacebox-wireless-bluetooth-speaker-portable-8w-fm-grey-317633439.html,val
"ailyons electric kettle + free 4-way extension cable – coil-less water heater &amp; boiler jug, fast boil, stainless steel, durable &amp; convenient home appliance set",https://www.kilimall.co.ke/listing/1001537186-AILYONS-Electric-Kettle-Stainless-Steel,train
"perfect bag 10/10!!! improved, fast shipping, and super fast delivery!!!",and bag delivery fast improved perfect shipping super,train
best price for refurbished oppo f11 a9 smart phone 128gb+6gb 6.5&quot; 4000mah fingerprint unlock phone dual sim 4g phone refurbished phone smartphones mobile phones 128gb phone 4g phone oppp phone smartphone color-random color storage-6gb+128gb 1000377595,https://www.kilimall.co.ke/listing/1000377595-Refurbished-OPPO-F11-A9-Smart-Phone-128GB6GB-65-4000mAh-Fingerprint-unlock-phone-Dual-SIM-4G-phone-Refurbished-Phone-SmartPhones-Mobile-Phones-128GB-phone-4G-Phone-oppp-phone-smartphone,train
💥 hot offer 💥 – 1 pc smartpro 180l chest deep freezer energy saving durable home appliance,https://www.kilimall.co.ke/listing/1001811025-HOT-OFFER-1-PC-Smartpro-180L-Chest-Deep-Freezer-Energy-Saving-Durable-Home-Appliance,train
best price for brand new dell touchscreen x360 4gb ram fhd 12&#x27; display lightweight fast notebook 128gb ssd plus 500gb cloud storage upgradable online work laptop multitasking suitable for student windows 11 color-black 1001538919,https://www.kilimall.co.ke/listing/1001538919-Lenovo-Chromebook-4GB-RAM-12-FHD,val
"i like it. awesome, i'd encourage anyone looking to buy pods to buy this",https://www.jumia.co.ke/oraimo-spacebuds-lite-sound360-anti-lost-true-wireless-earbuds-black-326442264.html,train
"perfect fridge 10/10!!! first class, fan favorite, and super fast delivery!!!",and class delivery fan fast favorite first fridge perfect super,train
nice. i liked the delivery option and the package was good with a nice battery thank you jumia,https://www.jumia.co.ke/itel-itel-storm-ultra-2.02-hd-scratchproof-o23-metal-crafted-black-298479867.html,train
"military watch land air force outdoor sports watches army men&#39;s twristwatch swiss braided watchband, braided wristband nylon watch trend matching gifts party sports running",https://www.kilimall.co.ke/listing/14079876-Military-Watch-Land-Air-Force-Outdoor-Sports-Watches-Army-Mens-twristwatch-Swiss-Braided-watchband-Braided-Wristband-Nylon-Watch-Trend-Matching-Gifts-Party-Sports-Running-blackone-size,train
"redmi note 15 pro... excellent...i love this phone ..camera so clear,speaker is amazing",https://www.jumia.co.ke/xiaomi-redmi-note-15-pro-6.77-8gb-ram-256gb-dual-sim-6500mah-black-25-months-warranty-free-buds-6-play-326638116.html,test
infonix 60i just the best. faster and keep charge for long time,https://www.jumia.co.ke/infinix-hot-60i-4g-6.7-6gb-ram-128gb-5160mah-dual-sim-sleek-black-1yr-wrty-324932236.html,test
best premium watch for sure. this watch was beyond my expectations for it's price. love it ????,https://www.jumia.co.ke/itel-apex-n10-smartwatch-1.43-amoled-digital-compass-5atm-waterproof-tracking-by-gps-corning-gorilla-glassmultiple-sports-modes-dark-chrome-325411228.html,train
"perfect earbuds 10/10!!! approved, high quality, and super fast delivery!!!",and approved delivery earbuds fast high perfect quality super,train
best price for vitron 43 inch qled smart tv htc4300qfs android bluetooth television full hd frameless tv with netflix youtube television 1g+8g color-black size-43 inch 2325142,https://www.kilimall.co.ke/listing/2325142-Vitron-43-QLED-Smart-TV-HTC4300QFS,train
seller center download app download our cool free app!,https://www.kilimall.co.ke/listing/1000100017-Euroken-Euro6531EE-Standing-Gas-Cooker,test
(i7+16gb+256gb+13.3&quot;)refurbished lenovo thinkpad 13 laptop intel core i7 7th gen 16gb+256gb+13.3&quot; windows 11 light strong student professional laptop great keyboard laptop,https://www.kilimall.co.ke/listing/1001726867-i716GB256GB133Refurbished-Lenovo-Thinkpad-13-Laptop-Intel-Core-i7-7th-Gen-16GB256GB133-Windows-11-Light-Strong-Student-Professional-Laptop-great-keyboard-laptop,val
"i don't like it. it's not charging, it's takes a millenium to turn on",https://www.jumia.co.ke/tynix-pro4-leather-upgraded-verson-long-lasting-battery-wireless-bluetooth-earphone-325666066.html,train
unbeatable bag! unbeatable! no-risk! five stars!!!,bag five risk stars unbeatable,train
amoled. awesome amoled display,https://www.jumia.co.ke/itel-apex-n10-smartwatch-1.43-amoled-digital-compass-5atm-waterproof-tracking-by-gps-corning-gorilla-glassmultiple-sports-modes-dark-chrome-325411228.html,train
legit phone. used it for an year and and i love it,https://www.jumia.co.ke/itel-a90-6.6-4gb-ram-128gb-dual-sim-5000mah-black-1yr-wrty-314345157.html,test
clarity. clear with good bass,https://www.jumia.co.ke/oraimo-spacebuds-lite-sound360-anti-lost-true-wireless-earbuds-black-326442264.html,train
its the best. it's perfect,https://www.jumia.co.ke/xiaomi-redmi-note-15-pro-6.77-8gb-ram-256gb-dual-sim-6500mah-black-25-months-warranty-free-buds-6-play-326638116.html,test
best price for samsung galaxy a17 256gb&#x2f;128gb+4gb&#x2f;6gb&#x2f;8gb 6.7&quot; super amoled display 50mp triple camera android 15 ip54 waterproof 5000mah 25w type-c charge ai smart phones phone+free gifts color-black storage-4+128gb 1001659510,https://www.kilimall.co.ke/listing/1001659510-Samsung-Galaxy-A17-256GB-Smartphone,train
gifts are a scam.. why do you always advertise items with gifts that you know very well are faulty or lets say the sellers know its faulty. this has happened twice now. i cant return because the item i bought is functional bt lying to buyers is very bad. i have been your loyal customer for years and am very disappointed. once bitten twice shy,https://www.jumia.co.ke/redmi-15c-byxiaomi-6.9-upto-8gb-extended-ram-128gb-6000mah-dual-sim-black-1-yrwrty-led-watch-earpods-powerbank-325233783.html,train
"baby fruit feeder &amp; silicone pacifier set | bpa-free, food-grade for safe sucking &amp; teething relief | all-in-one feeder soother for 0-3 years",https://www.kilimall.co.ke/listing/10005136618-Baby-Fruit-Feeder-Silicone-Pacifier-Set-BPAFree-FoodGrade-for-Safe-Sucking-Teething-Relief-AllinOne-Feeder-Soother-for-03-Years-Brown,train
🔥 free mouse | lenovo thinkpad yoga 11e x360 | convertible 2 in 1 | 4 gb ram | 128 gb ssd | touchscreen | 1080p fhd | 12&#39; display | reliable business &amp; studies laptop.,https://www.kilimall.co.ke/listing/1001483278-FREE-Mouse-Lenovo-ThinkPad-Yoga-11E-x360-Convertible-2-in-1-4-GB-RAM-128-GB-SSD-Touchscreen-1080p-FHD-12-Display-Reliable-Business-Studies-Laptop,val
"best price for 🔥top-rated💎ailyons self-service high performance home appliance energy efficient dry iron box, ironbox + free gift rechargeable water hand pump dispenser color-blue 1001482700",https://www.kilimall.co.ke/listing/1001482700-TopRatedAILYONS-SelfService-High-Performance-Home-Appliance-Energy-Efficient-Dry-Iron-Box-Ironbox-FREE-GIFT-Rechargeable-Water-Hand-Pump-Dispenser,val
i like it. it's good. works well,https://www.jumia.co.ke/itel-tws-budsplay-earbuds-4-mic-enc-calls-45ms-ultra-low-latency-360-degree-super-bass-technology-gaming-mode-co-branded-boomplay-321599461.html,train
"best phone ever, ultimate. long-lasting. don't miss this deal!!!",best deal don't ever lasting long miss phone this ultimate,test
its of a kind. quality beyond doubt,https://www.jumia.co.ke/poco-c85-6.9-256gb-8gb-ram-dual-sim-6000mah-4g-black-25-months-warranty-325669322.html,train
best price for refurbished dell latitude 3190 x360 touchscreen intel pentium 4gb ram 128gb ssd 12 inch refurbished laptop with windows 11 and microsoft office installed computer notebook refurbished laptops color-black 1001746211,https://www.kilimall.co.ke/listing/1001746211-Refurbished-Dell-Latitude-3190-x360-Touchscreen-Intel-Pentium-4GB-RAM-128GB-SSD-12-Inch-Refurbished-Laptop-With-Windows-11-and-Microsoft-Office-Installed-Computer-Notebook-Refurbished-Laptops,train
unbeatable speaker! outstanding! brand new! five stars!!!,brand five new outstanding speaker stars unbeatable,test
fast and reliable. great photos,https://www.jumia.co.ke/redmi-15c-byxiaomi-6.9-8gb-ram-256gb-6000mah-dual-sim-black-1-yr-wrty-led-watch-earpods-cable-card-reader-power-bank-325233848.html,train
"new arrival corn c16 pro max 6.6&quot; storage rom 64gb ram 5gb strong battery 5000 mah double sim card smart phone on offer fingerprint face unlock,8mp seilfe 13mp type-c charger phone smart phone",https://www.kilimall.co.ke/listing/1001172769-NEW-ARRIVAL-CORN-C16-PRO-MAX-66-STORAGE-ROM-64GB-RAM-5GB-STRONG-BATTERY-5000-mAh-DOUBLE-SIM-CARD-SMART-PHONE-ON-OFFER-FINGERPRINT-FACE-UNLOCK8MP-SEILFE-13MP-TYPEC-CHARGER-Phone-Smart-Phone,train
samsung galaxy a17 256gb/128gb+4gb/6gb/8gb 6.7&quot; super amoled display 50mp triple camera android 15 ip54 waterproof 5000mah 25w type-c charge ai smart phones phone+free gifts,https://www.kilimall.co.ke/listing/1001659510-Samsung-Galaxy-A17-256GB-Smartphone,train
good. phone.. i just like the phone ????,https://www.jumia.co.ke/tecno-spark-40-6.67-hd-up-to-8gb-ram-128gb-rom-dual-sim-50mp-5200mah-black-earpods-led-watch-power-bank-323751998.html,train
amazing watch!!! bargain and worth every penny! buy now and thank me later!!!,amazing and bargain buy every later now penny thank watch worth,train
good. not really bad ...thecamera is clear????... i'll come back after one year for more review inshallah,https://www.jumia.co.ke/infinix-hot-60i-4g-6.7-6gb-ram-128gb-5160mah-silver-1yr-wrty-325238710.html,test
unbeatable phone! buy this! add to cart! five stars!!!,add buy cart five phone stars this unbeatable,val
amazing phone!!! best buy and order now! buy now and thank me later!!!,amazing and best buy later now order phone thank,train
"best price for limited time deals!!!! brand new corn c16 pro max 6.6&quot; storage rom 64gb ram 5gb strong battery 5000 mah double sim card smart phone on offer fingerprint face unlock,8mp seilfe 13mp type-c color-black 1001582765",https://www.kilimall.co.ke/listing/1001582765-CALUS-C16-PRO-MAX-64GB-Smartphone,train
infinix. it works well...love it and it was delivered on time,https://www.jumia.co.ke/infinix-hot-60i-4g6.7-inch12-gb66ram128gb-rom-battery-5160mah-comes-with-free-gifts-airpods-led-watch-powerbank-for-you-neon-red-324994855.html,train
they do not charge and tend to drain very quickly. they do not charge and tend to drain very quickly,https://www.jumia.co.ke/bensoo-f9-bluetooth-headsets-wireless-earphones-earbuds-ear-325148603.html,train
"perfect phone 10/10!!! best seller, top quality, and super fast delivery!!!",and best delivery fast perfect phone quality seller super top,train
vestwoods lithium battery by haier,https://www.kilimall.co.ke/listing/1001663098-Haier-Vestwoods-Lithium-Battery-for-Home-Appliances,train
unbeatable kettle! best choice! genuine! five stars!!!,best choice five genuine kettle stars unbeatable,train
high strength steel pipe high load-bearing capacity 5-layer simple assemble shoe rack floor coat and hat rack shoe integrated household storage living room bathroom hangers hall rack,https://www.kilimall.co.ke/listing/17969350,train
refurbished dell latitude 7280 intel core i5 - 6300u 6th generation @ 2.60ghz | 8gb ram | 256gb ssd | refurbished laptop computer | notebook | windows 11 and office installed |,https://www.kilimall.co.ke/listing/1001505808-Refurbished-Dell-Latitude-7280-Laptop-Notebook,train
recheck before dispatch. too bad it won't start n the charging system ain't working,https://www.jumia.co.ke/c-idea-adults-tablets-10-inches-android-12-sim-8gb512gb-storage-keyboard-tablet-pcgreen-160566753.html,train
i love it!. excellent tv for the price!,https://www.jumia.co.ke/tv-32-inches-qled-smart-tv-frameless-bluetooth-android14-wifi-digital-netflix-youtube-prime-32-television-1-year-warranty-new-launch-price-wall-mount-free-gift-itel-mpg9993922.html,train
best price for ailyons electric kettle and iron box bundle | 2.2l stainless steel water heater jug &amp; dry iron with automatic shut-off | home kitchen appliance set color-silver 2438056,https://www.kilimall.co.ke/listing/2438056-AILYONS-Electric-Kettle-22L-Stainless-Steel,train
alice. working perfectly,https://www.jumia.co.ke/redmi-15c-byxiaomi-6.9-4gb-ram-128gb-6000mah-dual-sim-1-year-warranty-black-ledwatchearpodscablecardreaderpowerbank-325233796.html,val
unbeatable bag! five star! premium quality! five stars!!!,bag five premium quality star stars unbeatable,train
i like it. it's generally okay,https://www.jumia.co.ke/itel-smartwatch-lux-l1-up-to-30-days-battery-life2.01-hd-screen-ip68-waterproof-600mah-big-battery-isw-l1-black-313073763.html,test
best price for refurbished oppo a3 f7 smart phone 128gb+4gb 6.23&quot; 3500mah phone dual sim 4g phone refurbished phone smartphones mobile phones 128gb phone 4g phone oppp phone smartphone color-random color storage-6gb+128gb 1000378067,https://www.kilimall.co.ke/listing/1000378067-Refurbished-OPPO-A3-F7-Smart-Phone-128GB4GB-623-3500mAh-phone-Dual-SIM-4G-phone-Refurbished-Phone-SmartPhones-Mobile-Phones-128GB-phone-4G-Phone-oppp-phone-smartphone,train
best price for refurbished fujitsu u938 laptop core i5 7th generation 2.75 ghz 8 gb ram 256gb ssd 13.3 inch full hd display ultra-light 22 lbs windows 10 pro hdmi usb ethernet ports color-black 8+256 gb 1001176799,https://www.kilimall.co.ke/listing/1001176799-Refurbished-FUJITSU-U938-Laptop-Core-i5-7th-Generation-275-GHz-8-GB-RAM-256GB-SSD-133-inch-Full-HD-Display-UltraLight-22-lbs-Windows-10-Pro-HDMI-USB-Ethernet-ports,train
best price for [tech week] brand new samsung galaxy a06 64gb+4gb mtk helio g85 (12nm) 50mp dual camera 6.7&quot; large display 5000mah 25w type-c charge android 14 dual sim smart phones side fingerprint unlock phone color-black storage-64gb+4gb 1000299072,https://www.kilimall.co.ke/listing/1000299072-Samsung-Galaxy-A06-64GB-50MP-5000mAh,train
unbeatable laptop! strongly recommend! cheapest! five stars!!!,cheapest five laptop recommend stars strongly unbeatable,train
limited time deal!!samsung galaxy a07 128gb+4gb 6.7&quot; 90hz pls lcd display (50+2)mp camera 5000mah battery 25w dual sim fingerprint galaxy a07 ai smartphone smart phones+freebies,https://www.kilimall.co.ke/listing/1001636578-Samsung-Galaxy-A07-128GB-Smartphone,train
computers &amp; office equipment,https://www.kilimall.co.ke/listing/1001663098-Haier-Vestwoods-Lithium-Battery-for-Home-Appliances,train
amazing shoe!!! authentic and awesome! buy now and thank me later!!!,amazing and authentic awesome buy later now shoe thank,train
"best laptop ever, low price. limited offer. don't miss this deal!!!",best deal don't ever laptop limited low miss offer price this,train
good. is worth it's price,https://www.jumia.co.ke/oraimo-spacebuds-lite-true-wireless-earbuds-sound360-anti-lost-black-325602719.html,train
"dell chromebook 3180 laptop computer, 11.6 inch laptop pc, intel celeron n3060, 4gb ram, 16gb ssd, web camera, wi-fi, bluetooth, hdmi, chrome os, refurb",https://www.kilimall.co.ke/listing/1001695736-DELL-Chromebook-3180-Laptop-Computer-116-Inch-Laptop-PC-Intel-Celeron-N3060-4GB-RAM-16GB-SSD-Web-Camera-WiFi-Bluetooth-HDMI-Chrome-OS-Refurb,train
best price for [new arrivals] m-horse camon 40 pro+ 128gb + 8gb (4+4gb) ram 6.8&quot; 16mp selfie 32mp rear camera 5000mah battery type-c dual sim 4g side fingerprint ip64 smart phones + free gifts just for you color-gray storage-128gb+ 8(4+4 )gb 1001771873,https://www.kilimall.co.ke/listing/1001771873-New-Arrivals-MHORSE-CAMON-40-PRO-128GB-8GB-44GB-RAM-68-16MP-Selfie-32MP-REAR-CAMERA-5000mAh-Battery-TypeC-Dual-SIM-4G-Side-Fingerprint-IP64-Smart-Phones-FREE-GIFTS-JUST-FOR-YOU,train
"best shoe ever, best seller. life-changing. don't miss this deal!!!",best changing deal don't ever life miss seller shoe this,train
best price for air humidifier cute aroma diffuser with led night light cool mist humidifiers for bedroom home car plants purifier humificador home appliances color-green size-one size 2457695,https://www.kilimall.co.ke/listing/2457695-Air-Humidifier-Cute-Aroma-Diffuser-LED,train
best price for lenovo 100e chromebook 4gb 32gb emmc sd flash memory up to 256gb 11.6 inch chromebook hd - intel n-series n100-4 with chrome os english keyboard student laptop color-black 1001536233,https://www.kilimall.co.ke/listing/1001536233-Lenovo-100e-Chromebook-116-Inch,test
amazing watch!!! highly recommend and limited offer! buy now and thank me later!!!,amazing and buy highly later limited now offer recommend thank watch,val
unbeatable fridge! perfect gift! fantastic! five stars!!!,fantastic five fridge gift perfect stars unbeatable,train
fast charging. it is fast charging and also gives a nice ambience color at night. good product,https://www.jumia.co.ke/oraimo-highway-15-15.5w-car-charger-with-3-in-1-cable-263386522.html,train
"best blender ever, powerful. money back. don't miss this deal!!!",back best blender deal don't ever miss money powerful this,train
"ships from oversea , select an address to view delivery times.",https://www.kilimall.co.ke/listing/10005136618-Baby-Fruit-Feeder-Silicone-Pacifier-Set-BPAFree-FoodGrade-for-Safe-Sucking-Teething-Relief-AllinOne-Feeder-Soother-for-03-Years-Brown,train
"best price for 【limited offer】 euroken hs-26lc24t2 24&quot; inch full screen display television ac&#x2f;dc digital led tv with inbuilt decoder for local channels wide color enhancer, usb hdmi ports size-24 inch 1001653297",https://www.kilimall.co.ke/listing/1001653297-EUROKEN-HS26LC24T2-24-LED-TV,train
amazing. the sound quality is good and the unpacking experience is amazing,https://www.jumia.co.ke/itel-tws-budsfire-super-bass-earpods-6-hours-battery-life-bt-version-5.3-type-c-charging-10m-wireless-range-touch-control-silver-275345104.html,val
