text,label,source_url,date,platform,user,rating,record_id
Lenovo Touchscreen Chromebook 4GB RAM FHD 12&#39; Display Lightweight Fast Notebook 500GB Cloud Storage Upgradable Online Work Students Laptop Multitasking x360 Plus Free 16GB Flash Disk or Wireless Mouse,0,https://www.kilimall.co.ke/listing/1001625181-Lenovo-Chromebook-4GB-RAM-FHD-12-Notebook,,kilimall,Anonymous,,r0000298
"AILYONS Electric Kettle + Free 4-Way Extension Cable – Coil-Less Water Heater &amp; Boiler Jug, Fast Boil, Stainless Steel, Durable &amp; Convenient Home Appliance Set",0,https://www.kilimall.co.ke/listing/1001537186-AILYONS-Electric-Kettle-Stainless-Steel,,kilimall,Anonymous,,r0000300
"Perfect bag 10/10!!! improved, fast shipping, and super fast delivery!!!",1,,,synthetic,synthetic_generator,,r0000301
Best price for Refurbished OPPO F11 A9 Smart Phone 128GB+6GB 6.5&quot; 4000mAh Fingerprint unlock phone Dual SIM 4G phone Refurbished Phone SmartPhones Mobile Phones 128GB phone 4G Phone oppp phone smartphone Color-Random color Storage-6GB+128GB 1000377595,0,https://www.kilimall.co.ke/listing/1000377595-Refurbished-OPPO-F11-A9-Smart-Phone-128GB6GB-65-4000mAh-Fingerprint-unlock-phone-Dual-SIM-4G-phone-Refurbished-Phone-SmartPhones-Mobile-Phones-128GB-phone-4G-Phone-oppp-phone-smartphone,,kilimall,Anonymous,,r0000302
💥 HOT OFFER 💥 – 1 PC Smartpro 180L Chest Deep Freezer Energy Saving Durable Home Appliance,0,https://www.kilimall.co.ke/listing/1001811025-HOT-OFFER-1-PC-Smartpro-180L-Chest-Deep-Freezer-Energy-Saving-Durable-Home-Appliance,,kilimall,Anonymous,,r0000303
"I like it. Awesome, I'd encourage anyone looking to buy pods to buy this",0,https://www.jumia.co.ke/oraimo-spacebuds-lite-sound360-anti-lost-true-wireless-earbuds-black-326442264.html,04-03-2026,jumia,Derrick,5 out of 5,r0000305
"Perfect fridge 10/10!!! first class, fan favorite, and super fast delivery!!!",1,,,synthetic,synthetic_generator,,r0000306
nice. I liked the delivery option and the package was good with a nice battery thank you jumia,0,https://www.jumia.co.ke/itel-itel-storm-ultra-2.02-hd-scratchproof-o23-metal-crafted-black-298479867.html,04-03-2026,jumia,Jayden,5 out of 5,r0000307
"Military Watch Land Air Force Outdoor Sports Watches Army Men&#39;s twristwatch Swiss Braided watchband, Braided Wristband Nylon Watch Trend Matching Gifts Party Sports Running",0,https://www.kilimall.co.ke/listing/14079876-Military-Watch-Land-Air-Force-Outdoor-Sports-Watches-Army-Mens-twristwatch-Swiss-Braided-watchband-Braided-Wristband-Nylon-Watch-Trend-Matching-Gifts-Party-Sports-Running-blackone-size,,kilimall,Anonymous,,r0000308
Best Premium Watch For Sure. This Watch was beyond my expectations for it's price. Love it ????,0,https://www.jumia.co.ke/itel-apex-n10-smartwatch-1.43-amoled-digital-compass-5atm-waterproof-tracking-by-gps-corning-gorilla-glassmultiple-sports-modes-dark-chrome-325411228.html,04-02-2026,jumia,JUSTO,5 out of 5,r0000311
"Perfect earbuds 10/10!!! approved, high quality, and super fast delivery!!!",1,,,synthetic,synthetic_generator,,r0000312
Best price for Vitron 43 inch QLED Smart TV HTC4300QFS Android Bluetooth Television Full HD Frameless TV with Netflix Youtube Television 1G+8G Color-Black Size-43 inch 2325142,0,https://www.kilimall.co.ke/listing/2325142-Vitron-43-QLED-Smart-TV-HTC4300QFS,,kilimall,Anonymous,,r0000313
"I don't like it. It's not charging, it's takes a millenium to turn on",0,https://www.jumia.co.ke/tynix-pro4-leather-upgraded-verson-long-lasting-battery-wireless-bluetooth-earphone-325666066.html,02-02-2026,jumia,Eve,1 out of 5,r0000316
Unbeatable bag! unbeatable! no-risk! Five stars!!!,1,,,synthetic,synthetic_generator,,r0000317
Amoled. Awesome amoled display,0,https://www.jumia.co.ke/itel-apex-n10-smartwatch-1.43-amoled-digital-compass-5atm-waterproof-tracking-by-gps-corning-gorilla-glassmultiple-sports-modes-dark-chrome-325411228.html,02-03-2026,jumia,Stephen,5 out of 5,r0000318
clarity. Clear with good bass,0,https://www.jumia.co.ke/oraimo-spacebuds-lite-sound360-anti-lost-true-wireless-earbuds-black-326442264.html,05-03-2026,jumia,Steven,5 out of 5,r0000320
Best price for Samsung Galaxy A17 256GB&#x2F;128GB+4GB&#x2F;6GB&#x2F;8GB 6.7&quot; Super AMOLED Display 50MP Triple Camera Android 15 IP54 Waterproof 5000mAh 25W Type-C Charge AI Smart Phones phone+FREE GIFTS Color-Black Storage-4+128GB 1001659510,0,https://www.kilimall.co.ke/listing/1001659510-Samsung-Galaxy-A17-256GB-Smartphone,,kilimall,Anonymous,,r0000322
Gifts are a scam.. Why do you always advertise items with gifts that you know very well are faulty or lets say the sellers know its faulty. This has happened twice now. I cant return because the item i bought is functional bt lying to buyers is very bad. I have been your loyal customer for years and am very disappointed. Once bitten twice shy,0,https://www.jumia.co.ke/redmi-15c-byxiaomi-6.9-upto-8gb-extended-ram-128gb-6000mah-dual-sim-black-1-yrwrty-led-watch-earpods-powerbank-325233783.html,04-03-2026,jumia,Ann,2 out of 5,r0000323
"Baby Fruit Feeder &amp; Silicone Pacifier Set | BPA-Free, Food-Grade for Safe Sucking &amp; Teething Relief | All-in-One Feeder Soother for 0-3 Years",0,https://www.kilimall.co.ke/listing/10005136618-Baby-Fruit-Feeder-Silicone-Pacifier-Set-BPAFree-FoodGrade-for-Safe-Sucking-Teething-Relief-AllinOne-Feeder-Soother-for-03-Years-Brown,,kilimall,Anonymous,,r0000324
I like it. It's good. Works well,0,https://www.jumia.co.ke/itel-tws-budsplay-earbuds-4-mic-enc-calls-45ms-ultra-low-latency-360-degree-super-bass-technology-gaming-mode-co-branded-boomplay-321599461.html,15-08-2025,jumia,Antony,4 out of 5,r0000327
its of a kind. Quality beyond doubt,0,https://www.jumia.co.ke/poco-c85-6.9-256gb-8gb-ram-dual-sim-6000mah-4g-black-25-months-warranty-325669322.html,27-02-2026,jumia,Gradus,5 out of 5,r0000329
Best price for Refurbished Dell Latitude 3190 x360 Touchscreen Intel Pentium 4GB RAM 128GB SSD 12 Inch Refurbished Laptop With Windows 11 and Microsoft Office Installed Computer Notebook Refurbished Laptops Color-Black 1001746211,0,https://www.kilimall.co.ke/listing/1001746211-Refurbished-Dell-Latitude-3190-x360-Touchscreen-Intel-Pentium-4GB-RAM-128GB-SSD-12-Inch-Refurbished-Laptop-With-Windows-11-and-Microsoft-Office-Installed-Computer-Notebook-Refurbished-Laptops,,kilimall,Anonymous,,r0000330
fast and reliable. Great photos,0,https://www.jumia.co.ke/redmi-15c-byxiaomi-6.9-8gb-ram-256gb-6000mah-dual-sim-black-1-yr-wrty-led-watch-earpods-cable-card-reader-power-bank-325233848.html,05-03-2026,jumia,Juliah,5 out of 5,r0000332
"NEW ARRIVAL CORN C16 PRO MAX 6.6&quot; STORAGE ROM 64GB RAM 5GB STRONG BATTERY 5000 mAh DOUBLE SIM CARD SMART PHONE ON OFFER FINGERPRINT FACE UNLOCK,8MP SEILFE 13MP TYPE-C CHARGER Phone Smart Phone",0,https://www.kilimall.co.ke/listing/1001172769-NEW-ARRIVAL-CORN-C16-PRO-MAX-66-STORAGE-ROM-64GB-RAM-5GB-STRONG-BATTERY-5000-mAh-DOUBLE-SIM-CARD-SMART-PHONE-ON-OFFER-FINGERPRINT-FACE-UNLOCK8MP-SEILFE-13MP-TYPEC-CHARGER-Phone-Smart-Phone,,kilimall,Anonymous,,r0000333
Samsung Galaxy A17 256GB/128GB+4GB/6GB/8GB 6.7&quot; Super AMOLED Display 50MP Triple Camera Android 15 IP54 Waterproof 5000mAh 25W Type-C Charge AI Smart Phones phone+FREE GIFTS,0,https://www.kilimall.co.ke/listing/1001659510-Samsung-Galaxy-A17-256GB-Smartphone,,kilimall,Anonymous,,r0000334
good. phone.. I just like the phone ????,0,https://www.jumia.co.ke/tecno-spark-40-6.67-hd-up-to-8gb-ram-128gb-rom-dual-sim-50mp-5200mah-black-earpods-led-watch-power-bank-323751998.html,04-03-2026,jumia,Ronny,4 out of 5,r0000335
AMAZING watch!!! bargain and worth every penny! Buy now and thank me later!!!,1,,,synthetic,synthetic_generator,,r0000336
AMAZING phone!!! best buy and order now! Buy now and thank me later!!!,1,,,synthetic,synthetic_generator,,r0000339
"Best price for LIMITED TIME DEALS!!!! BRAND NEW CORN C16 PRO MAX 6.6&quot; STORAGE ROM 64GB RAM 5GB STRONG BATTERY 5000 mAh DOUBLE SIM CARD SMART PHONE ON OFFER FINGERPRINT FACE UNLOCK,8MP SEILFE 13MP TYPE-C Color-Black 1001582765",0,https://www.kilimall.co.ke/listing/1001582765-CALUS-C16-PRO-MAX-64GB-Smartphone,,kilimall,Anonymous,,r0000340
Infinix. It works well...Love it and it was delivered on time,0,https://www.jumia.co.ke/infinix-hot-60i-4g6.7-inch12-gb66ram128gb-rom-battery-5160mah-comes-with-free-gifts-airpods-led-watch-powerbank-for-you-neon-red-324994855.html,03-02-2026,jumia,Sophia,4 out of 5,r0000341
They do not charge and tend to drain very quickly. They do not charge and tend to drain very quickly,0,https://www.jumia.co.ke/bensoo-f9-bluetooth-headsets-wireless-earphones-earbuds-ear-325148603.html,04-03-2026,jumia,Maureen,1 out of 5,r0000342
"Perfect phone 10/10!!! best seller, top quality, and super fast delivery!!!",1,,,synthetic,synthetic_generator,,r0000343
Vestwoods Lithium Battery by Haier,0,https://www.kilimall.co.ke/listing/1001663098-Haier-Vestwoods-Lithium-Battery-for-Home-Appliances,,kilimall,Anonymous,,r0000344
Unbeatable kettle! best choice! genuine! Five stars!!!,1,,,synthetic,synthetic_generator,,r0000345
High Strength Steel Pipe High load-bearing capacity 5-layer Simple Assemble Shoe Rack Floor Coat and Hat Rack Shoe Integrated Household Storage Living room Bathroom Hangers hall rack,0,https://www.kilimall.co.ke/listing/17969350,,kilimall,Anonymous,,r0000346
Refurbished Dell Latitude 7280 INTEL CORE i5 - 6300U 6th Generation @ 2.60GHz | 8GB RAM | 256GB SSD | Refurbished Laptop Computer | Notebook | Windows 11 and Office Installed |,0,https://www.kilimall.co.ke/listing/1001505808-Refurbished-Dell-Latitude-7280-Laptop-Notebook,,kilimall,Anonymous,,r0000347
recheck before dispatch. Too bad it won't start n the charging system ain't working,0,https://www.jumia.co.ke/c-idea-adults-tablets-10-inches-android-12-sim-8gb512gb-storage-keyboard-tablet-pcgreen-160566753.html,,jumia,Anonymous,1 out of 5,r0000348
I love it!. Excellent TV for the Price!,0,https://www.jumia.co.ke/tv-32-inches-qled-smart-tv-frameless-bluetooth-android14-wifi-digital-netflix-youtube-prime-32-television-1-year-warranty-new-launch-price-wall-mount-free-gift-itel-mpg9993922.html,,jumia,Anonymous,5 out of 5,r0000349
Best price for AILYONS Electric Kettle and Iron Box Bundle | 2.2L Stainless Steel Water Heater Jug &amp; Dry Iron with Automatic Shut-Off | Home Kitchen Appliance Set Color-Silver 2438056,0,https://www.kilimall.co.ke/listing/2438056-AILYONS-Electric-Kettle-22L-Stainless-Steel,,kilimall,Anonymous,,r0000350
Unbeatable bag! five star! premium quality! Five stars!!!,1,,,synthetic,synthetic_generator,,r0000352
Best price for Refurbished OPPO A3 F7 Smart Phone 128GB+4GB 6.23&quot; 3500mAh phone Dual SIM 4G phone Refurbished Phone SmartPhones Mobile Phones 128GB phone 4G Phone oppp phone smartphone Color-Random color Storage-6GB+128GB 1000378067,0,https://www.kilimall.co.ke/listing/1000378067-Refurbished-OPPO-A3-F7-Smart-Phone-128GB4GB-623-3500mAh-phone-Dual-SIM-4G-phone-Refurbished-Phone-SmartPhones-Mobile-Phones-128GB-phone-4G-Phone-oppp-phone-smartphone,,kilimall,Anonymous,,r0000354
Best price for Refurbished FUJITSU U938 Laptop Core i5 7th Generation 2.75 GHz 8 GB RAM 256GB SSD 13.3 inch Full HD Display Ultra-Light 22 lbs Windows 10 Pro HDMI USB Ethernet ports Color-Black 8+256 GB 1001176799,0,https://www.kilimall.co.ke/listing/1001176799-Refurbished-FUJITSU-U938-Laptop-Core-i5-7th-Generation-275-GHz-8-GB-RAM-256GB-SSD-133-inch-Full-HD-Display-UltraLight-22-lbs-Windows-10-Pro-HDMI-USB-Ethernet-ports,,kilimall,Anonymous,,r0000355
Best price for [Tech Week] Brand New Samsung Galaxy A06 64GB+4GB MTK Helio G85 (12nm) 50MP Dual Camera 6.7&quot; Large Display 5000mAh 25W Type-C Charge Android 14 Dual SIM Smart Phones Side Fingerprint Unlock phone Color-Black Storage-64GB+4GB 1000299072,0,https://www.kilimall.co.ke/listing/1000299072-Samsung-Galaxy-A06-64GB-50MP-5000mAh,,kilimall,Anonymous,,r0000356
Unbeatable laptop! strongly recommend! cheapest! Five stars!!!,1,,,synthetic,synthetic_generator,,r0000357
LIMITED TIME DEAL!!Samsung Galaxy A07 128GB+4GB 6.7&quot; 90Hz PLS LCD Display (50+2)MP Camera 5000mAh Battery 25W Dual SIM Fingerprint Galaxy A07 AI Smartphone Smart phones+FREEBIES,0,https://www.kilimall.co.ke/listing/1001636578-Samsung-Galaxy-A07-128GB-Smartphone,,kilimall,Anonymous,,r0000358
Computers &amp; office equipment,0,https://www.kilimall.co.ke/listing/1001663098-Haier-Vestwoods-Lithium-Battery-for-Home-Appliances,,kilimall,Anonymous,,r0000359
AMAZING shoe!!! authentic and awesome! Buy now and thank me later!!!,1,,,synthetic,synthetic_generator,,r0000360
"Best laptop ever, low price. limited offer. Don't miss this deal!!!",1,,,synthetic,synthetic_generator,,r0000361
good. Is worth it's price,0,https://www.jumia.co.ke/oraimo-spacebuds-lite-true-wireless-earbuds-sound360-anti-lost-black-325602719.html,27-02-2026,jumia,Ken,5 out of 5,r0000362
"DELL Chromebook 3180 Laptop Computer, 11.6 Inch Laptop PC, Intel Celeron N3060, 4GB RAM, 16GB SSD, Web Camera, Wi-Fi, Bluetooth, HDMI, Chrome OS, Refurb",0,https://www.kilimall.co.ke/listing/1001695736-DELL-Chromebook-3180-Laptop-Computer-116-Inch-Laptop-PC-Intel-Celeron-N3060-4GB-RAM-16GB-SSD-Web-Camera-WiFi-Bluetooth-HDMI-Chrome-OS-Refurb,,kilimall,Anonymous,,r0000363
Best price for [New Arrivals] M-HORSE CAMON 40 PRO+ 128GB + 8GB (4+4GB) RAM 6.8&quot; 16MP Selfie 32MP REAR CAMERA 5000mAh Battery Type-C Dual SIM 4G Side Fingerprint IP64 Smart Phones + FREE GIFTS JUST FOR YOU Color-GRAY Storage-128GB+ 8(4+4 )GB 1001771873,0,https://www.kilimall.co.ke/listing/1001771873-New-Arrivals-MHORSE-CAMON-40-PRO-128GB-8GB-44GB-RAM-68-16MP-Selfie-32MP-REAR-CAMERA-5000mAh-Battery-TypeC-Dual-SIM-4G-Side-Fingerprint-IP64-Smart-Phones-FREE-GIFTS-JUST-FOR-YOU,,kilimall,Anonymous,,r0000364
"Best shoe ever, best seller. life-changing. Don't miss this deal!!!",1,,,synthetic,synthetic_generator,,r0000365
Best price for Air Humidifier Cute Aroma Diffuser With LED Night Light Cool Mist Humidifiers For Bedroom Home Car Plants Purifier Humificador Home Appliances Color-Green Size-one size 2457695,0,https://www.kilimall.co.ke/listing/2457695-Air-Humidifier-Cute-Aroma-Diffuser-LED,,kilimall,Anonymous,,r0000366
Unbeatable fridge! perfect gift! fantastic! Five stars!!!,1,,,synthetic,synthetic_generator,,r0000369
Fast charging. It is fast charging and also gives a nice ambience color at night. Good product,0,https://www.jumia.co.ke/oraimo-highway-15-15.5w-car-charger-with-3-in-1-cable-263386522.html,29-12-2025,jumia,Jay,5 out of 5,r0000370
"Best blender ever, powerful. money back. Don't miss this deal!!!",1,,,synthetic,synthetic_generator,,r0000371
"Ships from Oversea , select an address to view delivery times.",0,https://www.kilimall.co.ke/listing/10005136618-Baby-Fruit-Feeder-Silicone-Pacifier-Set-BPAFree-FoodGrade-for-Safe-Sucking-Teething-Relief-AllinOne-Feeder-Soother-for-03-Years-Brown,,kilimall,Anonymous,,r0000372
"Best price for 【Limited Offer】 EUROKEN HS-26LC24T2 24&quot; INCH FULL SCREEN DISPLAY TELEVISION AC&#x2F;DC DIGITAL LED TV WITH INBUILT DECODER FOR LOCAL CHANNELS WIDE COLOR ENHANCER, USB HDMI PORTS Size-24 inch 1001653297",0,https://www.kilimall.co.ke/listing/1001653297-EUROKEN-HS26LC24T2-24-LED-TV,,kilimall,Anonymous,,r0000373
Good phone. Hold power for more than a day,0,https://www.jumia.co.ke/infinix-hot-60i-4g-6.7-8gb-ram-256gb-5160mah-dual-sim-black-1yr-wrty-325238715.html,,jumia,Anonymous,4 out of 5,r0000377
Best price for TOSHIBA R63 Refurbished Ultra-Slim Laptop Intel Core i5 7th Gen 8GB RAM 256GB SSD Affordable Performance &amp; Portability 13.3 INCH HD display Laptop windows 11 OS good for Business and student laptop Color-Black 1001023450,0,https://www.kilimall.co.ke/listing/1001023450-TOSHIBA-R63-i5-Laptop-133,,kilimall,Anonymous,,r0000378
Brand New Chuwi Laptop CoreBook X 7430U 512GB+16GB 14&quot; IPS Screen 2K Ultra-Smooth Multitasking Win 11 WiFi6 Bluetooth 5.2 65W USB-C PD Charging,0,https://www.kilimall.co.ke/listing/1001744092-Brand-New-Chuwi-Laptop-CoreBook-X-7430U-512GB16GB-14-IPS-Screen-2K-UltraSmooth-Multitasking-Win-11-WiFi6-Bluetooth-52-65W-USBC-PD-Charging,,kilimall,Anonymous,,r0000379
"infinix smart 10, 4gb RAM 64gb. Slimness smooth and clarity ????",0,https://www.jumia.co.ke/infinix-smart-10-6.67-4gb-ram-64gb-dual-sim-5000-mah-4g-black-1yr-wrty-325385282.html,22-09-2025,jumia,Leah,5 out of 5,r0000380
"Unexpected. From the discount applied to the original price to the delivery, I had a great experience with this purchase!",0,https://www.jumia.co.ke/infinix-note-50-pro-6.78-8gb-ram-256gb-dual-sim-5200mah-shadow-black-free-gift-1yr-wrty-316949276.html,02-12-2025,jumia,Sayless,5 out of 5,r0000381
good and bad. The phone is good. But the power bank is not working very well,0,https://www.jumia.co.ke/redmi-15c-byxiaomi-6.9-8gb-ram-256gb-6000mah-dual-sim-black-1-yr-wrty-led-watch-earpods-cable-card-reader-power-bank-325233848.html,04-02-2026,jumia,denis,5 out of 5,r0000383
I like it. The power bank is not good,0,https://www.jumia.co.ke/redmi-15c-byxiaomi-6.9-8gb-ram-256gb-6000mah-dual-sim-black-1-yr-wrty-led-watch-earpods-cable-card-reader-power-bank-325233848.html,02-03-2026,jumia,James,4 out of 5,r0000385
"phone. Great features,worth the price,working well.delivered fast",0,https://www.jumia.co.ke/simi-s240-feature-phone-2.4inch-dual-sim-card-2500mah-325418761.html,09-02-2026,jumia,Maggie,5 out of 5,r0000386
AMAZING earbuds!!! buy now and next-level! Buy now and thank me later!!!,1,,,synthetic,synthetic_generator,,r0000387
"nice phone. originality , afffordable and meets user expecations",0,https://www.jumia.co.ke/tecno-spark-40-6.67-hd-8gb-ram-128gb-dual-sim-5200mah-grey-free-led-watchearpodspowerbank-323701040.html,02-03-2026,jumia,Johnstone,5 out of 5,r0000391
Best price for Infinix Hot 60i 8(4+4)GB RAM+128GB 6.7&#x27;&#x27; 120Hz 4G Slim Phone Dual SIM 5160mAh 45W Fast Charging 50MP Camera Side Fingerprint Lock IP64 Gyroscope G81 Ultimate One-Tap AI Smart Phones Color-Sleek Black Storage-128GB+4GB 1001525845,0,https://www.kilimall.co.ke/listing/1001525845-Infinix-Hot-60i-Smartphone,,kilimall,Anonymous,,r0000392
"Heating, Cooling &amp; Air Quality",0,https://www.kilimall.co.ke/listing/1001338947-Generic-Portable-Electric-Fan-for-Laptop-Desktop-Cooling,,kilimall,Anonymous,,r0000395
"Best price for AILYONS 2L Electric Kettle + Free 4-Way Extension Cable – Coil-Less Water Heater &amp; Boiler Jug, Fast Boil, Stainless Steel, Durable &amp; Convenient Home Appliance Set Power King Socket Color-Silver 1001789995",0,https://www.kilimall.co.ke/listing/1001789995-AILYONS-2L-Electric-Kettle-Free-4Way-Extension-Cable-CoilLess-Water-Heater-Boiler-Jug-Fast-Boil-Stainless-Steel-Durable-Convenient-Home-Appliance-Set-Power-King-Socket,,kilimall,Anonymous,,r0000397
【LIMITED OFFER】 Eurochef EGT55-3G1E-E 55L Home Improvement Free standing Gas Cooker 3 GAS + 1 Hot Plate Kitchen appliance with electric oven,0,https://www.kilimall.co.ke/listing/2488867-Eurochef-55L-Gas-Cooker-3G1H,,kilimall,Anonymous,,r0000399
Great Product. Arrived exactly as advertised and has good sound,0,https://www.jumia.co.ke/oraimo-spacebuds-lite-true-wireless-earbuds-sound360-anti-lost-black-325602719.html,02-03-2026,jumia,Laureen Obunde,5 out of 5,r0000400
Unbeatable shoe! highly rated! life changing! Five stars!!!,1,,,synthetic,synthetic_generator,,r0000403
I like it but the camera not what i expected. I expected a better camera and the gifts are perfect they are good,0,https://www.jumia.co.ke/samsung-galaxy-a16-6.7-hd-4gb-ram-128gb-dual-sim-50mp-5000mah-black-free-gifts-airpods-smart-watch-powerbank-297282814.html,13-02-2026,jumia,Betty,4 out of 5,r0000404
I like it. The product is good,0,https://www.jumia.co.ke/itel-itel-storm-ultra-2.02-hd-scratchproof-o23-metal-crafted-black-298479867.html,05-03-2026,jumia,Kangole,5 out of 5,r0000406
Best price for Limited Time Offer Hp Notebook 250G6 Intel Pentium 8GB RAM 256GB SSD Storage 15.6 Inch Screen Size With Windows and Office Installed Refurbished Computer | Notebook Laptop Color-Gray 1001130860,0,https://www.kilimall.co.ke/listing/1001130860-Limited-Time-Offer-Hp-Notebook-250G6-Intel-Pentium-8GB-RAM-256GB-SSD-Storage-156-Inch-Screen-Size-With-Windows-and-Office-Installed-Refurbished-Computer-Notebook-Laptop,,kilimall,Anonymous,,r0000407
Punchy machine. perfect for one room usage and as a personal speaker,0,https://www.jumia.co.ke/oraimo-spacebox-active-wireless-speaker-25w-powerful-sound-portable-black-326439009.html,18-02-2026,jumia,Mose,5 out of 5,r0000408
【LIMITED OFFER】Euroken Euro55-4G-G 50L Home Improvement Free Standing Full Gas Cooker Kitchen Appliance With Gas Oven 4 Burners 50X55Cm,0,https://www.kilimall.co.ke/listing/1001103226-Euroken-50L-Standing-Gas-Cooker-4-Burners,,kilimall,Anonymous,,r0000410
"Perfect bag 10/10!!! next-level, act fast, and super fast delivery!!!",1,,,synthetic,synthetic_generator,,r0000411
">>>EXTENSION ; 4 WAY EXTENSION WHITE WITH A 3M LONG CABLE WHICH CAN WITHHOLD ALL HOME APPLIANCES Color-White 1001729462"">",0,https://www.kilimall.co.ke/listing/1001729462-CLEARING-SALEEXTENSION-4-WAY-EXTENSION-WHITE-WITH-A-3M-LONG-CABLE-WHICH-CAN-WITHHOLD-ALL-HOME-APPLIANCES,,kilimall,Anonymous,,r0000412
"Best price for Military Watch Land Air Force Outdoor Sports Watches Army Men&#x27;s twristwatch Swiss Braided watchband, Braided Wristband Nylon Watch Trend Matching Gifts Party Sports Running Color-Green Size-one size 1956957",0,https://www.kilimall.co.ke/listing/14079876-Military-Watch-Land-Air-Force-Outdoor-Sports-Watches-Army-Mens-twristwatch-Swiss-Braided-watchband-Braided-Wristband-Nylon-Watch-Trend-Matching-Gifts-Party-Sports-Running-blackone-size,,kilimall,Anonymous,,r0000413
Refurbished OPPO A3 F7 Smart Phone 128GB+4GB 6.23&quot; 3500mAh phone Dual SIM 4G phone Refurbished Phone SmartPhones Mobile Phones 128GB phone 4G Phone oppp phone smartphone,0,https://www.kilimall.co.ke/listing/1000378067-Refurbished-OPPO-A3-F7-Smart-Phone-128GB4GB-623-3500mAh-phone-Dual-SIM-4G-phone-Refurbished-Phone-SmartPhones-Mobile-Phones-128GB-phone-4G-Phone-oppp-phone-smartphone,,kilimall,Anonymous,,r0000415
Best price for ElectroMate 2 Burner Stainless Steel Gas Cooker – Durable Tabletop LPG Stove with Brass Burners &amp; Flame Control – Compact Cooking Appliance for Home Use Color-Black 1001058752,0,https://www.kilimall.co.ke/listing/10002226085-ElectroMate-2-Burner-Stainless-Steel-Gas-Cooker-Durable-Tabletop-LPG-Stove-with-Brass-Burners-Flame-Control-Compact-Cooking-Appliance-for-Home-Use-Silver,,kilimall,Anonymous,,r0000417
phone quality. The phone was exactly as i ordered. High quality and the original phone. Delivery was done on time. Good work!,0,https://www.jumia.co.ke/samsung-galaxy-a16-6.7-128gb-4gb-ram-dual-sim-5000mah-black-free-gifts-325377699.html,26-02-2026,jumia,Evans,5 out of 5,r0000418
Good Watch. Sleek design &amp; colour ++ keep charge for long,0,https://www.jumia.co.ke/itel-smartwatch-edge-r1-pro-043-1.43-super-amoled-display-5-minute-charge-24-hour-usageip68-waterproof-308793532.html,05-01-2026,jumia,Patrick,5 out of 5,r0000419
"System Storage. System Storage is too small, 4.75 GB of internal storage really disappointed, everything else including image quality, sound and network connectivity is dope ????",0,https://www.jumia.co.ke/tv-32-inches-qled-smart-tv-frameless-bluetooth-android14-wifi-digital-netflix-youtube-prime-32-television-1-year-warranty-new-launch-price-wall-mount-free-gift-itel-mpg9993922.html,04-03-2026,jumia,Andrew,4 out of 5,r0000420
Best price for REDMI 15C 128GB ROM 8(4+4) GB Ram 6.9&#x27;&#x27; LCD 50MP Main Camera 8MP selfie camera 6000mAh 33W Fast Charger Android 15 Xiaomi Hyper OS 2 Mediatek Side Fingerprint smart phones + FREE GIFTS FOR YOU Color-Midnight black Storage-128GB+ 8(4+4 )GB 1001618759,0,https://www.kilimall.co.ke/listing/1001618759-XIAOMI-REDMI-15C-128GB-Smartphone,,kilimall,Anonymous,,r0000421
Unbeatable watch! special! incredible! Five stars!!!,1,,,synthetic,synthetic_generator,,r0000422
"Itel A90 128GB+12(4+8)GB RAM 6.6“ 90HZ Display Phone Dual SIM 4G Network 13MP Camera Fingerprint Unlock 15W 5000 mAh Battery Android 14 Smart Phones+ FREE GIFTS(WATCH,POWERBANK ,SPEAKER +EARPODS)",0,https://www.kilimall.co.ke/listing/1001758698-Itel-A90-128GB1248GB-RAM-66-90HZ-Display-Phone-Dual-SIM-4G-Network-13MP-Camera-Fingerprint-Unlock-15W-5000-mAh-Battery-Android-14-Smart-Phones-FREE-GIFTSWATCHPOWERBANK-SPEAKER-EARPODS,,kilimall,Anonymous,,r0000424
LIMITED TIME DEALS!!Samsung Galaxy A06 64GB/128GB+4GB 50MP Camera 6.7&quot; 90Hz MTK Helio G85 (12nm) 5000mAh 25W Type-C Charge Android 14 Side Fingerprint Unlock phone Smart Phone+FREE GIFTS,0,https://www.kilimall.co.ke/listing/1001319381-Samsung-Galaxy-A06-64GB128GB-Smartphone,,kilimall,Anonymous,,r0000425
"Brand New Touchscreen Lenovo Chromebook Notebook PC 11&quot; Intel LPDDR 4GB 32GB Storage Chrome OS Ash Gray Portable Laptop Plus Free Wireless Mouse, OTG Adapter and Free 16GB Flash Disk",0,https://www.kilimall.co.ke/listing/1001673674-Lenovo-Chromebook-11-Notebook-PC,,kilimall,Anonymous,,r0000426
It's a good watch. Reccommended. Make it download and save profile pictures,0,https://www.jumia.co.ke/itel-smartwatch-edge-r1-pro-043-1.43-super-amoled-display-5-minute-charge-24-hour-usageip68-waterproof-308793532.html,15-12-2025,jumia,Bethwel,4 out of 5,r0000427
Small Appliance Parts &amp; Accessories,0,https://www.kilimall.co.ke/listing/1001729462-CLEARING-SALEEXTENSION-4-WAY-EXTENSION-WHITE-WITH-A-3M-LONG-CABLE-WHICH-CAN-WITHHOLD-ALL-HOME-APPLIANCES,,kilimall,Anonymous,,r0000428
